company_name,isin_code
ATLANTA POLAND SA,PLATLPL00018
AB Spółka Akcyjna,PLAB00000019
DOM DEVELOPMENT SPÓŁKA AKCYJNA,PLDMDVL00012
RAINBOW TOURS SPÓŁKA AKCYJNA,PLRNBWT00031
NETMEDIA SPÓŁKA AKCYJNA,PLNTMDA00018
AUGA GROUP AB,LT0000127466
MUZA SA,PLMUZA000019
VOTUM SPÓŁKA AKCYJNA,PLVOTUM00016
AILLERON SPÓŁKA AKCYJNA,PLWNDMB00010
SECO/WARWICK SPÓŁKA AKCYJNA,PLWRWCK00013
PGO S.A,PLPGO0000014
SIMTERACT SPÓŁKA AKCYJNA,PLSMTRC00013
CHEMOSERVIS-DWORY SPÓŁKA AKCYJNA,PLCHMDW00010
PROCHEM SA,PLPRCHM00014
KORPORACJA GOSPODARCZA EFEKT SA,PLEFEKT00018
COMARCH SA,PLCOMAR00012
LUBELSKIE ZAKŁADY PRZEMYSŁU SKÓRZANEGO PROTEKTOR Spółka Akcyjna,PLLZPSK00019
BUMECH SPÓŁKA AKCYJNA,PLBMECH00012
FMG,PLTHP0000011
WIELTON SPÓŁKA AKCYJNA,PLWELTN00012
DELKO SPÓŁKA AKCYJNA,PLDELKO00019
PGFGROUP,PLZSTAL00012
MOSTOSTAL ZABRZE HOLDING SA,PLMSTZB00018
ZAMET INDUSTRY SPÓŁKA AKCYJNA,PLZAMET00010
GRAAL SA,PLGRAAL00022
MIRBUD SPÓŁKA AKCYJNA,PLMRBUD00015
KONSORCJUM STALI SPÓŁKA AKCYJNA,PLKCSTL00010
MIDAS SA,PLNFI0900014
WASKO SPÓŁKA AKCYJNA,PLHOGA000041
EMPERIA HOLDING SA,PLELDRD00017
TRITON DEVELOPMENT SA,PLASMOT00030
ODLEWNIE POLSKIE SA,PLODLPL00013
HERKULES  Spółka Akcyjna,PLZRWZW00012
PAMAPOL SPÓŁKA AKCYJNA,PLPMPOL00031
Narodowy Fundusz Inwestycyjny Empik Media & Fashion S.A.,PLNFI1500011
INTERBUD-LUBLIN SPÓŁKA AKCYJNA,PLINTBD00014
PANI TERESA MEDICA SPÓŁKA AKCYJNA,PLPTMED00015
LABO PRINT SPÓŁKA AKCYJNA,PLLBPRT00013
COMP SA,PLCMP0000017
VARIANT SPÓŁKA AKCYJNA,removed
INTER CARS SA,PLINTCS00010
DOM MAKLERSKI WDM S. A.,PLWDM0000037
PC GUARD S.A.,PLGUARD00019
PEKABEX,PLPKBEX00072
SANWIL HOLDING SA,PLSANWL00012
BIOTON SA,PLBIOTN00029
IndygoTech Minerals SPÓŁKA AKCYJNA,PLLSTIA00018
NORTH COAST SPÓŁKA AKCYJNA,PLNRTHC00014
SCO-PAK SPÓŁKA AKCYJNA,PLSCOPK00012
REGNON SPÓŁKA AKCYJNA,PLPRNTC00017
CREEPY JAR SPÓŁKA AKCYJNA,PLCRPJR00019
SKYLINE INVESTMENT SPÓŁKA AKCYJNA,PLSKLNW00011
TRAKCJA-TILTRA SPÓŁKA AKCYJNA,PLTRKPL00014
KRAKCHEMIA SPÓŁKA AKCYJNA,PLKRKCH00019
WITTCHEN,PLWTCHN00030
INTERNET MEDIA SERVICES SPÓŁKA AKCYJNA,PLINTMS00019
BOWIM SA,PLBOWM000019
INPRO SPÓŁKA AKCYJNA,PLINPRO00015
POWSZECHNY ZAKŁAD UBEZPIECZEŃ SPÓŁKA AKCYJNA,PLPZU0000011
BIGCHEESE,PLA340200015
SUNEX SPÓŁKA AKCYJNA,PLSUNEX00013
POLSKI HOLDING NIERUCHOMOŚCI SPÓŁKA AKCYJNA,PLPHN0000014
ARCHICOM,PLARHCM00016
LESS GROCLIN SA,PLINTGR00013
FABRITY HOLDING SPÓŁKA AKCYJNA,PLK2ITR00010
CAPTORTX,PLCPTRT00014
VOXEL SPÓŁKA AKCYJNA,PLVOXEL00014
GRUPA PRACUJ SPÓŁKA AKCYJNA,PLGRPRC00015
MABION SPÓŁKA AKCYJNA,PLMBION00016
REDAN SA,PLREDAN00019
BIOMED-LUBLIN WYTWÓRNIA SUROWIC I SZCZEPIONEK SPÓŁKA AKCYJNA,PLBMDLB00018
11 BIT STUDIOS SPÓŁKA AKCYJNA,PL11BTS00015
STALPRODUKT SA,PLSTLPD00017
Zakłady Urządzeń Kotłowych "Stąporków" Spółka Akcyjna,PLSTPRK00019
PRZEDSIĘBIORSTWO HYDRAULIKI SIŁOWEJ 'HYDROTOR' SA,PLHDRTR00013
CI GAMES SPÓŁKA AKCYJNA,PLCTINT00018
Boryszew Spółka Akcyjna,PLBRSZW00011
VIGOSYS,PLVIGOS00015
VENTURE INCUBATOR SPÓŁKA AKCYJNA,PLVNTIN00011
APATOR SA,PLAPATR00018
Budimex SA,PLBUDMX00013
IZOBLOK SPÓŁKA AKCYJNA,PLIZBLK00010
POLMED SPÓŁKA AKCYJNA,PLPOLMD00011
KRUK SPÓŁKA AKCYJNA,PLKRK0000010
NEWAG SPÓŁKA AKCYJNA,PLNEWAG00012
HARPER HYGIENICS SPÓŁKA AKCYJNA,PLHRPHG00023
SELENA FM SPÓŁKA AKCYJNA,PLSELNA00010
APLISENS SPÓŁKA AKCYJNA,PLAPLS000016
MARVIPOL SPÓŁKA AKCYJNA,PLMRVDV00011
PLAYWAY,PLPLAYW00015
ACTION Spółka Akcyjna,PLACTIN00018
KERNEL HOLDING S.A.,LU0327357389
ASSETUS SPÓŁKA AKCYJNA,PLASSTS00012
ZAKŁADY URZĄDZEŃ KOMPUTEROWYCH ELZAB SA,PLELZAB00010
WAT SA,PLACKRM00010
UNIVERSE SPÓŁKA AKCYJNA,PLALDA000010
STALEXPORT AUTOSTRADY Spółka Akcyjna,PLSTLEX00019
SANTANDER BANK POLSKA SPÓŁKA AKCYJNA,PLBZ00000044
ATENDE SPÓŁKA AKCYJNA,PLATMSI00016
INC Spółka Akcyjna,PLINCLT00015
IMPERA CAPITAL SPÓŁKA AKCYJNA,PLNFI0700018
PBKM,PLPBKM000012
GETIN NOBLE BANK SPÓŁKA AKCYJNA,PLGETBK00012
BIOGENED SPÓŁKA AKCYJNA,PLBIOGN00018
TXM SA,PLTXM0000015
KANCELWEC-PDA,removed
INTERNET UNION SPÓŁKA AKCYJNA,PLINTUN00013
EMC INSTYTUT MEDYCZNY SA,PLEMCIM00017
ALLEGRO,LU2237380790
SILVAIR-REGS,USU827061099
CENTRUM MEDYCZNE ENEL-MED SPÓŁKA AKCYJNA,PLENLMD00017
ZESPÓŁ ELEKTROWNI PĄTNÓW-ADAMÓW-KONIN SPÓŁKA AKCYJNA,PLZEPAK00012
COMPREMUM SPÓŁKA AKCYJNA,PLPZBDT00013
MEDICALGORITHMICS SPÓŁKA AKCYJNA,PLMDCLG00015
WORK SERVICE SPÓŁKA AKCYJNA,PLWRKSR00019
DEKPOL-PDA,PLDEKPL00032
MOLECURE,PLONCTH00011
PCF GROUP,PLPCFGR00010
TALEX SA,PLTALEX00017
AB INTER RAO LIETUVA,LT0000128621
EKO EXPORT SPÓŁKA AKCYJNA,PLEKEP000019
MEGARON SPÓŁKA AKCYJNA,PLMGRON00016
GIEŁDA PRAW MAJĄTKOWYCH VINDEXUS SPÓŁKA AKCYJNA,PLVNDEX00013
AUTOMOTIVE COMPONENTS EUROPE S.A.,LU0299378421
PBO ANIOŁA SPÓŁKA AKCYJNA,PLPBONL00013
MDI ENERGIA SPÓŁKA AKCYJNA,PLNFI1000012
eCARD Spółka Akcyjna,PLECARD00012
Unima 2000 Systemy Teleinformatyczne S.A,PLUNMST00014
JUPITER NARODOWY FUNDUSZ INWESTYCYJNY SA,PLNFI0300017
PETROLINVEST SPÓŁKA AKCYJNA,PLPTRLI00018
ORPHEE LTD,CH0197761098
PLASMA SYSTEM SPÓŁKA AKCYJNA,PLPLSMS00010
WISE FINANCE SPÓŁKA AKCYJNA,PLPLPGR00010
TELESTRADA SPÓŁKA AKCYJNA,PLTLSTD00019
SYNERGA.FUND SPÓŁKA AKCYJNA,PLMWTNS00010
J.W. CONSTRUCTION HOLDING SPÓŁKA AKCYJNA,removed
MAGELLAN SPÓŁKA AKCYJNA,PLMGLAN00018
M. W. TRADE S.A.,PLMWTRD00013
MOL Magvar Olaj - es Gazipari Nyilvanosan Mukodo Reszvenvtarsasag,HU0000153937
INDOS,PLINDOS00035
BLIRT SPÓŁKA AKCYJNA,PLBLIRT00018
SZAR SPÓŁKA AKCYJNA,PLSZAR000018
MOSTOSTAL PŁOCK SA,PLMSTPL00018
SESCOM SPÓŁKA AKCYJNA,PLSESCM00013
BROAD GATE SPÓŁKA AKCYJNA,PLBRDGT00019
PRIME ALTERNATYWNA SPÓŁKA INWESTYCYJNA SPÓŁKA AKCYJNA,PLRKLMF00010
CERAMIKA NOWA GALA SA,PLCRMNG00029
T&T PROENERGY SPÓŁKA AKCYJNA,PLVCAOC00015
TERMO2PWR SA,PLTRMPR00017
BINARY HELIX SPÓŁKA AKCYJNA,PLBNRHL00013
ADATEX SPÓŁKA AKCYJNA,PLPIK0000018
LOYD SPÓŁKA AKCYJNA,PLPHLRK00019
ONE2TRIBE SPÓŁKA AKCYJNA,PLJWASA00013
TERRA SPÓŁKA AKCYJNA,removed
EO NETWORKS SPÓŁKA AKCYJNA,PLEONTW00016
CENTURION FINANCE ASI SPÓŁKA AKCYJNA,PLSTRGM00014
SEDIVIO SPÓŁKA AKCYJNA,PLEC20000010
JANTAR DEVELOPMENT SPÓŁKA AKCYJNA,PL4STUD00016
AUXILIA SA,PLAXILA00018
INSTAL KRAKÓW SA,PLINSTK00013
TERMOEXPERT SPÓŁKA AKCYJNA,PLTRMEX00019
SOFTBLUE SA,PLSFTBL00012
AGROLIGA GROUP PLC,CY0101452114
LENA LIGHTING SA,PLLENAL00015
PATENTUS SPÓŁKA AKCYJNA,PLPTNTS00019
KUPIEC SPÓŁKA AKCYJNA,PLKUPIC00010
BRASTER SPÓŁKA AKCYJNA,PLBRSTR00014
ROCCA SPÓŁKA AKCYJNA,PLROCCA00013
HYDRAPRES SPÓŁKA AKCYJNA,PLHDRAP00017
MILKPOL SPÓŁKA AKCYJNA,PLMLKPL00012
STANUSCH TECHNOLOGIES SPÓŁKA AKCYJNA,PLSTNTH00016
ERBUD SPÓŁKA AKCYJNA,PLERBUD00012
ALKAL SPÓŁKA AKCYJNA,PLALKAL00019
ZAKŁADY TŁUSZCZOWE KRUSZWICA SA,PLKRUSZ00016
PREFABET - BIAŁE BŁOTA SPÓŁKA AKCYJNA,PLPRFBT00015
MENNICA SKARBOWA SPÓŁKA AKCYJNA,PLGRMNK00014
BPX SA,PLDOMEX00010
EFIX DOM MAKLERSKI SPÓŁKA AKCYJNA,PLEFIX000012
ADFORM GROUP SPÓŁKA AKCYJNA,PLADFRM00026
ZAKŁAD BUDOWY MASZYN ZREMB-CHOJNICE SPÓŁKA AKCYJNA,PLZBMZC00019
ALS Group SA,PLALSMC00016
HOLLYWOOD SPÓŁKA AKCYJNA,PLHOLWD00017
MOSTOSTAL WARSZAWA SA,PLMSTWS00019
AUTOMATYKA-POMIARY-STEROWANIE SPÓŁKA AKCYJNA,PLPOMST00012
FEMION TECHNOLOGY SPÓŁKA AKCYJNA,PLSMSKH00019
MOVIE GAMES VR SPÓŁKA AKCYJNA,PLIPODS00014
JRC GROUP SPÓŁKA AKCYJNA,PLPYLON00015
EUROSNACK SPÓŁKA AKCYJNA,PLERSNK00016
KOSZALIŃSKIE PRZEDSIĘBIORSTWO PRZEMYSLU DRZEWNEGO SA,PLKPPD000017
OT LOGISTICS S.A.,PLODRTS00017
MERCATOR MEDICAL SPÓŁKA AKCYJNA,PLMRCTR00015
LEASING-EXPERTS SPÓŁKA AKCYJNA,removed
NOVINA SPÓŁKA AKCYJNA,PLBABY000016
PELION SPÓŁKA AKCYJNA,PLMEDCS00015
VARSAV GAME STUDIOS SPÓŁKA AKCYJNA,PLYORIM00019
FORBUILD SPÓŁKA AKCYJNA,PLBETMX00013
GEOTERM,PLGTRMP00010
LUXIMA SPÓŁKA AKCYJNA,PLLUXIM00011
GLOBAL HYDROGEN SPÓŁKA AKCYJNA,PLTLVPL00014
OXYGEN SPÓŁKA AKCYJNA,PLSMOKS00015
MERLIN GROUP SPÓŁKA AKCYJNA,PLADMSV00013
PERMA-FIX MEDICAL SPÓŁKA AKCYJNA,PLGURDR00013
AITON CALDWELL SPÓŁKA AKCYJNA,PLATCDL00013
ONICO SPÓŁKA AKCYJNA,PLONCTR00028
FINTECH SPÓŁKA AKCYJNA,PLJRSDB00015
4FUN MEDIA SPÓŁKA AKCYJNA,PL4FNMD00013
MIRACULUM SPÓŁKA AKCYJNA,PLKLSTN00017
iCOM VISION HOLDING A.S,CZ0008467735
TILIA SPÓŁKA AKCYJNA,removed
MEX POLSKA SPÓŁKA AKCYJNA,PLMEXPL00010
ERATO ENERGY SPÓŁKA AKCYJNA,PLPBLIA00012
YOSHI INNOVATION SPÓŁKA AKCYJNA,PLACREO00019
SITE SPÓŁKA AKCYJNA,removed
TAMEX OBIEKTY SPORTOWE SPÓŁKA AKCYJNA,PLTAMEX00015
TAXUS FUND SPÓŁKA AKCYJNA,PLTXSFN00012
TELESTO SPÓŁKA AKCYJNA,PLTELST00017
5TH AVENUE HOLDING SPÓŁKA AKCYJNA,PL5AVNH00013
FIRMA OPONIARSKA DĘBICA SA,PLDEBCA00016
HORTICO SPÓŁKA AKCYJNA,PLHRTIC00014
GALVO SPÓŁKA AKCYJNA,PLGALVO00017
M FOOD SPÓŁKA AKCYJNA,PLMDVLP00016
URSUS SPÓŁKA AKCYJNA,PLPMWRM00012
TOWER INVESTMENTS SPÓŁKA AKCYJNA,PLTWRNV00013
TBULL,PLTBULL00024
INFOSYSTEMS S.A.,PLINFST00013
INVENTIONMED SPÓŁKA AKCYJNA,PLCDE0000010
THE FARM 51 GROUP SPÓŁKA AKCYJNA,PLFRMGR00015
ADVERTIGO SPÓŁKA AKCYJNA,PLADMSC00013
BIOERG SPÓŁKA AKCYJNA,PLBIORG00019
ZAKŁADY MIĘSNE HENRYK KANIA SPÓŁKA AKCYJNA,PLIZNS000022
MPAY SPÓŁKA AKCYJNA,PLMPAY000017
ESKIMOS SPÓŁKA AKCYJNA,PLESKMS00016
EURO-TAX SPÓŁKA AKCYJNA,PLEURTX00012
RUNICOM SPÓŁKA AKCYJNA,PLRUNCM00012
IMMOFUND SPÓŁKA AKCYJNA,removed
VENTURION INVESTMENT FUND SPÓŁKA AKCYJNA,PLAPCQT00016
MAXIPIZZA SPÓŁKA AKCYJNA,PLMXPZZ00015
INTERNETOWE BIURA SPRZEDAŻY NETSHOPS.PL SPÓŁKA AKCYJNA,removed
DFP DORADZTWO FINANSOWE SPÓŁKA AKCYJNA,PLDFP0000019
NOVIAN SPÓŁKA AKCYJNA,PLIBZIC00013
POLNORD SA,PLPOLND00019
DR.FINANCE SPÓŁKA AKCYJNA,PLDRD2400010
WDB BROKERZY UBEZPIECZENIOWI SPÓŁKA AKCYJNA,PLWDBBU00018
FAST FINANCE SPÓŁKA AKCYJNA,PLFSTFC00012
E-KIOSK SPÓŁKA AKCYJNA,PLEKOSK00019
MERA SPÓŁKA AKCYJNA,PLMERA000019
KLON SPÓŁKA AKCYJNA,PLKLON000010
COMPRESS SPÓŁKA AKCYJNA,removed
M10 SPÓŁKA AKCYJNA,removed
COGNOR S.A.,PLCNTSL00014
GRUPA EXORIGO-UPOS SPÓŁKA AKCYJNA,PLGEXUP00013
ENTER AIR SPÓŁKA AKCYJNA,PLENTER00017
MOMO SPÓŁKA AKCYJNA,PLMOMO000016
PZ CORMAY SPÓŁKA AKCYJNA,PLCMRAY00029
ORION INVESTMENT SPÓŁKA AKCYJNA,PLORION00018
LZMO SPÓŁKA AKCYJNA,PLLZMO000014
ELECTROCERAMICS SPÓŁKA AKCYJNA,PLGPFCS00018
ROTOPINO.PL SPÓŁKA AKCYJNA,PLMRKTC00010
ASTORIA CAPITAL SPÓŁKA AKCYJNA,PLBIOMD00058
WEST REAL ESTATE SPÓŁKA AKCYJNA,PLWREST00018
DANKS EUROPEJSKIE CENTRUM DORADZTWA PODATKOWEGO SPÓŁKA AKCYJNA,PLDANKS00014
G-ENERGY SPÓŁKA AKCYJNA,PLELKPE00014
POLARIS IT GROUP SPÓŁKA AKCYJNA,PLANMD000014
MVA GREEN ENERGY SPÓŁKA AKCYJNA,PLDBBGR00017
POLSKA AKADEMIA RACHUNKOWOŚCI SPÓŁKA AKCYJNA,PLMDVLP00016
PRESENT24,PLPRS2400012
KOFAMA,PLKFMKZ00015
DINOPL,PLDINPL00011
NOVAVIS GROUP SPÓŁKA AKCYJNA,PLNFI0500012
APIS SPÓŁKA AKCYJNA,PLHMSG000019
MTRANS,PLMTRNS00010
BIT EVIL,PLBTEVL00019
BIZTECH KONSULTING SPÓŁKA AKCYJNA,PLBZTKN00013
NEXTBIKE POLSKA SPÓŁKA AKCYJNA,PLNXTBK00018
XTPL,PLXTPL000018
CWA,PLCWA0000018
GRMEDIA SA,PLGRMID00019
CAMBRIDGE,PLCSPAM00017
SYGNITY SA,PLCMPLD00016
YELLOW BOSON SPÓŁKA AKCYJNA,PLINSAG00011
RADPOL SPÓŁKA AKCYJNA,PLRDPOL00010
ASBISc ENTERPRISES PLC,CY1000031710
APANET SPÓŁKA AKCYJNA,PLAPANT00017
PARTNER-NIERUCHOMOŚCI SPÓŁKA AKCYJNA,PLPRNRH00010
ENERGA SPÓŁKA AKCYJNA,PLENERG00022
ANALIZY ONLINE SPÓŁKA AKCYJNA,PLONLIN00013
GRUPA MODNE ZAKUPY SPÓŁKA AKCYJNA,PLINFSC00019
MEDGALIC,PLMDGLC00015
PROJPRZEM SA,PLPROJP00018
ELKOP Spółka Akcyjna,PLELKOP00013
TORPOL SPÓŁKA AKCYJNA,PLTORPL00016
LENTEX SA,PLLENTX00010
CAPITAL PARK SPÓŁKA AKCYJNA,PLCPPRK00037
CREATIVEFORGE GAMES SPÓŁKA AKCYJNA,PLCRFRG00016
BOOMBIT-PDA,PLBMBIT00010
ONESANO SPÓŁKA AKCYJNA,PLSKTAN00010
NOTORIA SERWIS SPÓŁKA AKCYJNA,PLNTRSW00019
PGE POLSKA GRUPA ENERGETYCZNA SPÓŁKA AKCYJNA,PLPGER000010
ZESPÓŁ ELEKTROCIEPŁOWNI WROCŁAWSKICH KOGENERACJA SA,PLKGNRC00015
DRAW DISTANCE SPÓŁKA AKCYJNA,PLIFN4L00018
FAM GRUPA KAPITAŁOWA SA,PLFAM0000012
ORANGE POLSKA SA,PLTLKPL00017
UBOAT-LINE SPÓŁKA AKCYJNA,PLUBTLN00012
BANK MILLENNIUM SPÓŁKA AKCYJNA,PLBIG0000016
EKOPOL GÓRNOŚLĄSKI HOLDING SPÓŁKA AKCYJNA,PLEKPLG00019
CALESCO SPÓŁKA AKCYJNA,PLCLESC00019
KBJ SPÓŁKA AKCYJNA,PLKBJ0000016
Black Lion Fund SA,PLNFI0400015
BIOFACTORY SPÓŁKA AKCYJNA,PLBFCTR00013
LABOCANNA SPÓŁKA AKCYJNA,PLCCTLS00017
SIMPLE SA,PLSIMPL00011
COMPERIA.PL SPÓŁKA AKCYJNA,PLCOMPR00010
FEERUM SPÓŁKA AKCYJNA,PLFEERM00018
KGL SA,PLKRKGL00012
FERRUM SA,PLFERUM00014
ZPUE S.A.,PLZPUE000012
VISTAL GDYNIA SPÓŁKA AKCYJNA,PLVTLGD00010
SETANTA SPÓŁKA AKCYJNA,PLSNTFG00017
ATM GRUPA SA,PLATM0000021
SFINKS POLSKA SPÓŁKA AKCYJNA,PLSFNKS00011
LSI SOFTWARE SPÓŁKA AKCYJNA,PLLSSFT00016
I2DEV,PLI2DVL00014
CAPITEA S.A.,PLGTBCK00297
GAMEOPS,PLGMSOP00019
BBI Development SA,PLNFI1200018
PBS Finanse SA,PLBEFSN00010
NTT SYSTEM SPÓŁKA AKCYJNA,PLNTSYS00013
MAXCOM,PLMXCMS00016
SIMFABRIC,PLSMFBC00016
NANOGROUP,PLNNGRP00011
STARHEDGE SPÓŁKA AKCYJNA,PLHRDEX00021
POLSKI KONCERN NAFTOWY ORLEN SA,PLPKN0000018
EUROPEJSKIE CENTRUM ODSZKODOWAŃ SPÓŁKA AKCYJNA,PLERPCO00017
TENDERHUT,PLTNDRH00012
CIECH SA,PLCIECH00018
INTERMA TRADE Spółka Akcyjna,PLBRIJU00010
ING BANK ŚLĄSKI SA,PLBSK0000017
ADIUVO INVESTMENTS SPÓŁKA AKCYJNA,PLADVIV00015
BEST SA,PLBEST000010
BANK OCHRONY ŚRODOWISKA SA,PLBOS0000019
ARTGAMES,PLARTGS00019
Astarta Holding N.V.,NL0000686509
PYRAMID GAMES SA,PLPRMGM00015
CDA,PLCDA0000018
SELVITA,PLSLVCR00029
RAEN SPÓŁKA AKCYJNA,PLIQPRT00017
MEDINICE,PLMDNCE00016
Dadelo SA,PLDADEL00013
CHERRY,PLCHRPK00018
ASMODEV,PLASMDV00013
SDSOPTIC,PLSDSOP00013
NOCTILUCA,PLNCTLC00018
APS ENERGIA SPÓŁKA AKCYJNA,PLAPSEN00011
ENERGOAPARATURA SA,PLENAP000010
CLNPHARMA-PDA,PLCLNPH00015
KRYNICKI RECYKLING SPÓŁKA AKCYJNA,PLKRNRC00012
ASSECO Poland SA,PLSOFTB00016
STS HOLDING SA,PLSTSHL00012
ENEA S.A.,PLENEA000013
POLISH ENERGY PARTNERS SA,PLPLSEP00013
SPYROSOFT,PLSPRSF00011
CLOUD TECHNOLOGIES SPÓŁKA AKCYJNA,PLCLDTC00019
GRUPA KĘTY SA,PLKETY000011
ASSECO SOUTH EASTERN EUROPE SPÓŁKA AKCYJNA,PLASSEE00014
KOFOLA SPÓŁKA AKCYJNA,PLHOOP000010
PRZETWÓRSTWO TWORZYW SZTUCZNYCH PLAST-BOX SA,PLPSTBX00016
SYNTHOS SA,PLDWORY00019
GRUPA DUON SPÓŁKA AKCYJNA,PLCPENR00035
ROBINSON EUROPE SPÓŁKA AKCYJNA,PLRBSNE00015
GRODNO SPÓŁKA AKCYJNA,PLGRODN00015
AVIA SOLUTIONS GROUP AB,LT0000128381
SYGNIS SPÓŁKA AKCYJNA,PLMODE000019
POLSKI FUNDUSZ HIPOTECZNY SPÓŁKA AKCYJNA,PLPLFHP00013
PL GROUP SPÓŁKA AKCYJNA,PLRAJDY00015
PLASTPACK COMPANY SPÓŁKA AKCYJNA,PLPSTCM00017
JR HOLDING ALTERNATYWNA SPÓŁKA INWESTYCYJNA SPÓŁKA AKCYJNA,PLJRINV00013
ESPEROTIA ENERGY INVESTMENTS SPÓŁKA AKCYJNA,PLESPRT00012
COPERNICUS SECURITIES SPÓŁKA AKCYJNA W RESTRUKTURYZACJI,PLCPRSC00012
EKO-OZE SPÓŁKA AKCYJNA,PLDNTMD00012
WEEDO SPÓŁKA AKCYJNA,removed
GEKOPLAST,PLGKPLS00019
SECOND CHAMBER SPÓŁKA AKCYJNA,PLWKPRK00010
NEMEX SPÓŁKA AKCYJNA,PLNEMEX00010
POWER PRICE SPÓŁKA AKCYJNA,PLPWRPR00014
PCZ SPÓŁKA AKCYJNA,PLPCZ0000027
ABBEY HOUSE GROUP SPÓŁKA AKCYJNA,removed
DIGITREE GROUP SPÓŁKA AKCYJNA,PLSARE000013
MEDIACAP SPÓŁKA AKCYJNA,PLEMLAB00018
MONDAY DEVELOPMENT SPÓŁKA AKCYJNA,removed
HETAN,PLDFP0000019
ASM GROUP SPÓŁKA AKCYJNA,PLASMGR00014
FUNDUSZ HIPOTECZNY DOM SPÓŁKA AKCYJNA,PLFHDOM00010
POLFA SPÓŁKA AKCYJNA,PLBMMDC00014
AERFINANCE PLC,GB00B42V2T10
NETIA SA,PLNETIA00014
Ronson Development SE,NL0006106007
EKOBOX SPÓŁKA AKCYJNA,PLEKOBX00018
MAGNA POLONIA SA,PLNFI0600010
GKS GIEKSA KATOWICE SPÓŁKA AKCYJNA,PLGKS0000016
POWER MEDIA SPÓŁKA AKCYJNA,PLPWRMD00011
TRIGGO,PLTRGG000014
P2CHILL,PLPLCHL00019
GENXONE,PLGENXN00013
TESGAS SPÓŁKA AKCYJNA,PLTSGS000019
FTIPROFIT,PLBNFTS00018
EXIMIT,PLEXIM000013
URTESTE,PLURTST00010
BLU PRE IPO SPÓŁKA AKCYJNA,PLCRBON00018
INCUVO,PLA295700027
1SOLUTION,PLONESL00011
MASSMEDICA SPÓŁKA AKCYJNA,PLMSMDC00018
SOLAR COMPANY SPÓŁKA AKCYJNA,PLSLRCP00021
SWALLET,PLSKNWL00011
DRAGOENT,PLDRG0000013
ECO5TECH,PLEC5TH00024
DECORA SA,PLDECOR00013
UNILABGAM,PLUNTDL00018
ROAD STUDIO SPÓŁKA AKCYJNA,PLA348700016
MADMIND STUDIO SPÓŁKA AKCYJNA,PLA346100011
RENDER CUBE SPÓŁKA AKCYJNA,PLRNDCB00011
HGAMES,removed
CARPATHIA,PLCRPCP00034
Eneida Games SA,PLHDRGM00011
SONKA SA,PLSNK0000012
STARWARD INDUSTRIES SPÓŁKA AKCYJNA,PLSTRWI00019
CONSTANCE CARE SPÓŁKA AKCYJNA,PLCNSTC00013
MASTERPHA,PLMSTPH00016
OPTEAM SPÓŁKA AKCYJNA,PLOPTEM00012
Polski Koncern Mięsny DUDA S.A.,PLDUDA000016
PEGAS NONWOVENS S.A.,LU0275164910
W. Kruk S.A.,PLKRK0000010
INTERNATIONAL PERSONAL FINANCE PLC,GB00B1YKG049
DRAGEUS GAMES SPÓŁKA AKCYJNA,PLDRGGM00013
4MASS,PL4MASS00011
7LEVELS,PL7LVLS00017
GAMIVO,PLGMV0000016
SLASKIEKA,PLSLKAM00019
AQUATECH,PLAQTCH00013
QUARTICON,PLQRTCN00015
CM INTERNATIONAL SPÓŁKA AKCYJNA,PLCMINT00013
STILO ENERGY SPÓŁKA AKCYJNA,PLSTLNR00012
ATOMJELLY,PLATMCJ00018
OVIDWORKS,PLOVIDW00014
KLABATER,PLKLBTR00014
CONSOLE LABS SPÓŁKA AKCYJNA,PLCNSLB00012
WOODPCKR,PLWDPCK00017
CARBONSTU,PLCRBST00016
NESTMEDIC,PLNSTMD00010
QUBICGMS,PLQBCGM00018
KOOL2PLAY,PLKL2PL00014
IMMGAMES,PLIMRGM00010
THEDUST,PLTHDST00017
POINTPACK,PLPNTPK00014
PUNCH PUNK SA,PLPNCHP00016
PHI Wierzytelności SA,PL71MDA00018
DETGAMES,PLDTLGM00019
ECCGAMES,PLECCGM00012
EKOPARK,PLPRIPK00018
PLANTWEAR,PLPLNTW00018
BEEIN,PLA346500012
BLACKROSE,PLBLRSP00015
HIPROMINE,PLHPRMN00037
ALUMETAL SPÓŁKA AKCYJNA,PLALMTL00023
DGNET,PLDGNET00012
REDDEV,PLRDDVS00016
MOVIEGAMES,PLMVGMS00011
SEKO SPÓŁKA AKCYJNA,PLSEKO000014
GOVENA LIGHTING SPÓŁKA AKCYJNA,PLGVNLT00019
ORCO PROPERTY GROUP SOCIETE ANONYME,LU0122624777
STELMET,PLSTLMT00010
EUROCASH SA,PLEURCH00011
GLOBAL COSMED SPÓŁKA AKCYJNA,PLGLBLC00011
AUTOPARTN,PLATPRT00018
Eurotel Spółka Akcyjna,PLERTEL00011
INDYKPOL SPÓŁKA AKCYJNA,PLINDKP00013
POLCOLORIT SA,PLPCLRT00029
TRANS POLONIA SPÓŁKA AKCYJNA,PLTRNSP00013
FARMACOL SA,PLFRMCL00066
TELFORCEONE SPÓŁKA AKCYJNA,PLTFONE00011
REDWOOD Holding SPÓŁKA AKCYJNA,PLCMPLX00014
ARCUS SPÓŁKA AKCYJNA,PLARCUS00040
FAMUR Spółka Akcyjna,PLFAMUR00012
Drewex Spółka Akcyjna,PLDREWX00012
